ProductId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,FraudResult,Date,Hour,Minute,Second,Day,Marge_Brute,Taux_de_rentabilité
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,6,40,11,15,-100.0,-200.0
ProductId_4,airtime,ChannelId_3,3500.0,3500,2,0,2018-11-15,6,41,10,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-175.0,175,2,0,2018-11-15,6,41,27,15,-350.0,-200.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,6,45,38,15,0.0,0.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,6,48,29,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,6,48,44,15,-40.0,-200.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,53,23,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,53,44,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,6,55,55,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,10500.0,10500,2,0,2018-11-15,6,58,13,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,58,20,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-15,6,58,25,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,58,38,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,58,59,15,0.0,0.0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,6,59,0,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,59,11,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2,0,2018-11-15,6,59,13,15,-80.0,-200.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,59,25,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,6,59,36,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,7,0,4,15,0.0,0.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,1,44,15,0.0,0.0
ProductId_10,airtime,ChannelId_2,-1000.0,1000,4,0,2018-11-15,7,1,52,15,-2000.0,-200.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,7,1,56,15,-40.0,-200.0
ProductId_10,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,7,2,45,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,600.0,600,2,0,2018-11-15,7,2,47,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,26,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,27,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,27,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,27,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,27,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,3,27,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-30.0,30,2,0,2018-11-15,7,3,50,15,-60.0,-200.0
ProductId_6,financial_services,ChannelId_2,-10.0,10,2,0,2018-11-15,7,4,2,15,-20.0,-200.0
ProductId_15,financial_services,ChannelId_3,17000.0,17000,2,0,2018-11-15,7,5,16,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,600.0,600,2,0,2018-11-15,7,9,27,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,600.0,600,2,0,2018-11-15,7,10,18,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-30.0,30,2,0,2018-11-15,7,10,43,15,-60.0,-200.0
ProductId_15,financial_services,ChannelId_3,15000.0,15000,2,0,2018-11-15,7,10,59,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2,0,2018-11-15,7,12,53,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2,0,2018-11-15,7,13,6,15,0.0,0.0
ProductId_1,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,7,13,47,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2,0,2018-11-15,7,13,58,15,-50.0,-200.0
ProductId_3,airtime,ChannelId_2,-2000.0,2000,4,0,2018-11-15,7,17,5,15,-4000.0,-200.0
ProductId_1,airtime,ChannelId_3,1500.0,1500,2,0,2018-11-15,7,27,48,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-75.0,75,2,0,2018-11-15,7,28,3,15,-150.0,-200.0
ProductId_3,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,7,33,1,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,42,49,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,7,43,24,15,-100.0,-200.0
ProductId_20,ticket,ChannelId_3,35000.0,35000,4,0,2018-11-15,7,45,5,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,50000.0,50000,2,0,2018-11-15,7,49,22,15,0.0,0.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,7,57,47,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,7,58,0,15,-40.0,-200.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,1,3,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,8,1,39,15,-100.0,-200.0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,0,1,2018-11-15,8,4,51,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,3000.0,3000,2,0,2018-11-15,8,7,21,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-150.0,150,2,0,2018-11-15,8,7,52,15,-300.0,-200.0
ProductId_4,airtime,ChannelId_3,500.0,500,4,0,2018-11-15,8,11,57,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,2000.0,2000,4,0,2018-11-15,8,13,48,15,0.0,0.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,14,16,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,8,14,30,15,-40.0,-200.0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2,0,2018-11-15,8,14,34,15,-200.0,-200.0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2,0,2018-11-15,8,15,25,15,0.0,0.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,15,38,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,8,15,47,15,-40.0,-200.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,16,24,15,0.0,0.0
ProductId_9,financial_services,ChannelId_1,500.0,500,0,0,2018-11-15,8,19,15,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,20,6,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,20,6,15,0.0,0.0
ProductId_9,financial_services,ChannelId_1,725000.0,725000,2,1,2018-11-15,8,20,9,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,8,20,37,15,-100.0,-200.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,8,20,58,15,-100.0,-200.0
ProductId_15,financial_services,ChannelId_3,1200.0,1200,2,0,2018-11-15,8,22,24,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1235.0,1235,2,0,2018-11-15,8,23,17,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-60.0,60,2,0,2018-11-15,8,23,46,15,-120.0,-200.0
ProductId_3,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,8,23,59,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2,0,2018-11-15,8,24,25,15,-50.0,-200.0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2,0,2018-11-15,8,24,30,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,0,1,2018-11-15,8,31,57,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1500.0,1500,4,0,2018-11-15,8,32,30,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-75.0,75,2,0,2018-11-15,8,33,11,15,-150.0,-200.0
ProductId_15,financial_services,ChannelId_3,200000.0,200000,0,0,2018-11-15,8,33,20,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,40,27,15,0.0,0.0
ProductId_21,utility_bill,ChannelId_3,500.0,1115,2,0,2018-11-15,8,42,56,15,-615.0,-55.15695067264574
ProductId_1,airtime,ChannelId_3,800.0,800,2,0,2018-11-15,8,45,1,15,0.0,0.0
ProductId_24,movies,ChannelId_3,10000.0,10000,2,0,2018-11-15,8,45,3,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-10.0,10,2,0,2018-11-15,8,45,16,15,-20.0,-200.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,46,11,15,0.0,0.0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,4,0,2018-11-15,8,46,54,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,8,47,24,15,-40.0,-200.0
ProductId_10,airtime,ChannelId_3,500.0,500,4,0,2018-11-15,8,51,13,15,0.0,0.0
ProductId_19,tv,ChannelId_3,3500.0,3500,2,0,2018-11-15,8,53,16,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,8,55,50,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2,0,2018-11-15,8,55,50,15,0.0,0.0
ProductId_24,movies,ChannelId_3,5000.0,7000,2,0,2018-11-15,8,55,59,15,-2000.0,-28.57142857142857
ProductId_3,airtime,ChannelId_3,1100.0,1100,2,0,2018-11-15,8,56,5,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,8,56,21,15,-100.0,-200.0
ProductId_6,financial_services,ChannelId_2,-55.0,55,2,0,2018-11-15,8,56,38,15,-110.0,-200.0
ProductId_3,airtime,ChannelId_3,7000.0,7000,2,0,2018-11-15,8,58,52,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2,0,2018-11-15,8,58,56,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-350.0,350,2,0,2018-11-15,8,59,24,15,-700.0,-200.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-15,9,3,58,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,9,7,9,15,0.0,0.0
ProductId_11,data_bundles,ChannelId_3,30000.0,30000,4,0,2018-11-15,9,7,29,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,9,7,41,15,-100.0,-200.0
ProductId_6,financial_services,ChannelId_2,-600.0,600,2,0,2018-11-15,9,8,9,15,-1200.0,-200.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-15,9,10,9,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,1500.0,1500,2,0,2018-11-15,9,10,12,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,9,10,49,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,9,11,21,15,-100.0,-200.0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,9,12,5,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,9,12,47,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,9,13,18,15,-100.0,-200.0
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,0,2018-11-15,9,18,1,15,0.0,0.0
ProductId_4,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,9,18,2,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,1100.0,1100,2,0,2018-11-15,9,19,20,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,9,19,55,15,-100.0,-200.0
ProductId_3,airtime,ChannelId_3,900.0,900,4,0,2018-11-15,9,21,3,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-45.0,45,2,0,2018-11-15,9,21,44,15,-90.0,-200.0
ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,0,2018-11-15,9,24,3,15,0.0,0.0
ProductId_15,financial_services,ChannelId_3,2500.0,2500,2,0,2018-11-15,9,24,36,15,0.0,0.0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,9,27,56,15,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2,0,2018-11-15,9,28,28,15,-200.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,11,35,22,16,-10000.0,-200.0
ProductId_19,tv,ChannelId_3,3500.0,3500,2,0,2018-11-16,11,37,38,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-70.0,70,2,0,2018-11-16,11,37,54,16,-140.0,-200.0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2,0,2018-11-16,11,42,27,16,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,11,44,56,16,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,11,45,31,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,11,45,33,16,-1000.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,11,45,37,16,-10000.0,-200.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,11,46,0,16,0.0,0.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,11,46,52,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,11,47,22,16,-400.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,11,47,26,16,-10000.0,-200.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,11,47,35,16,0.0,0.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,11,47,45,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,11,48,57,16,-1000.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,11,49,1,16,-10000.0,-200.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-16,11,49,15,16,-40.0,-200.0
ProductId_3,airtime,ChannelId_3,5000.0,5000,2,0,2018-11-16,11,49,37,16,0.0,0.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,11,51,42,16,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,11,52,52,16,0.0,0.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,11,53,0,16,0.0,0.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,11,55,13,16,0.0,0.0
ProductId_1,airtime,ChannelId_3,1200.0,1200,2,0,2018-11-16,11,57,13,16,0.0,0.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,11,57,14,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,11,57,32,16,-100.0,-200.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,11,57,41,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,11,57,54,16,-400.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,11,57,56,16,-10000.0,-200.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,11,58,24,16,0.0,0.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,11,58,32,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,11,59,2,16,-100.0,-200.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,11,59,9,16,-400.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,11,59,13,16,-10000.0,-200.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,12,0,40,16,-1000.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,12,0,43,16,-10000.0,-200.0
ProductId_10,airtime,ChannelId_3,5200.0,5200,2,0,2018-11-16,12,0,49,16,0.0,0.0
ProductId_15,financial_services,ChannelId_3,6000.0,6000,2,0,2018-11-16,12,1,45,16,0.0,0.0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2,0,2018-11-16,12,3,25,16,0.0,0.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,12,4,41,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,12,4,53,16,-400.0,-200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,12,4,57,16,-10000.0,-200.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,12,5,24,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,12,5,57,16,-100.0,-200.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,12,6,18,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,12,6,50,16,-100.0,-200.0
ProductId_19,tv,ChannelId_3,4500.0,4500,2,0,2018-11-16,12,8,38,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-90.0,90,2,0,2018-11-16,12,8,55,16,-180.0,-200.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,12,9,58,16,0.0,0.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,12,10,17,16,0.0,0.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-16,12,10,33,16,-40.0,-200.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,12,10,37,16,0.0,0.0
